        Date        , GPU Core Clock [MHz] , GPU Memory Clock [MHz] , GPU Temperature [?C] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Memory Usage (Dedicated) [MB] , Memory Usage (Dynamic) [MB] , PerfCap Reason [] , VDDC [V] ,
20-02-18 12:26:17 AM,936.5,405,56,99,71,0,4,3286,152,3,0.625,
20-02-18 12:26:18 AM,936.5,405,56,95,69,0,4,3283,150,3,0.625,
20-02-18 12:26:19 AM,936.5,405,56,97,71,0,4,3284,156,3,0.625,
20-02-18 12:26:20 AM,949,405,56,97,70,0,4,3278,155,3,0.625,
20-02-18 12:26:21 AM,961.5,405,55,97,70,0,4,3292,156,3,0.625,
20-02-18 12:26:22 AM,961.5,405,55,97,69,0,4,3280,156,3,0.625,
20-02-18 12:26:23 AM,1025,405,56,99,73,0,4,3270,156,3,0.625,
20-02-18 12:26:24 AM,847.5,405,56,100,63,0,3,3274,155,3,0.625,
20-02-18 12:26:25 AM,1063,405,56,99,71,0,4,3264,155,3,0.631,
20-02-18 12:26:26 AM,1063,405,56,99,70,0,3,3251,159,3,0.631,
20-02-18 12:26:27 AM,1063,405,56,100,72,0,3,3251,159,3,0.631,
20-02-18 12:26:28 AM,1063,405,56,100,72,0,3,3248,159,3,0.631,
20-02-18 12:26:29 AM,1063,405,56,99,70,0,4,3247,158,3,0.631,
20-02-18 12:26:30 AM,1050,405,56,99,73,0,3,3245,158,3,0.631,
20-02-18 12:26:31 AM,797,405,56,99,58,0,4,3248,158,3,0.625,
20-02-18 12:26:32 AM,1012.5,405,56,99,67,0,4,3252,150,3,0.625,
20-02-18 12:26:33 AM,1037.5,405,56,100,71,0,3,3264,153,3,0.631,
20-02-18 12:26:34 AM,1063,405,56,100,68,0,3,3275,153,3,0.631,
20-02-18 12:26:35 AM,822.5,405,56,99,72,0,4,3267,152,3,0.625,
20-02-18 12:26:36 AM,810,405,56,100,62,0,4,3267,150,3,0.625,
20-02-18 12:26:37 AM,885.5,405,56,99,62,0,4,3276,152,3,0.625,
20-02-18 12:26:38 AM,987,405,56,100,68,0,3,3274,152,3,0.625,
20-02-18 12:26:39 AM,974.5,405,56,99,73,0,4,3276,150,3,0.625,
20-02-18 12:26:40 AM,822.5,405,55,99,69,0,4,3277,151,3,0.625,
20-02-18 12:26:41 AM,797,405,56,99,62,0,4,3276,150,3,0.625,
20-02-18 12:26:42 AM,999.5,405,56,100,66,0,3,3287,151,3,0.625,
20-02-18 12:26:43 AM,1025,405,56,99,70,0,3,3282,149,3,0.625,
20-02-18 12:26:44 AM,898.5,405,56,99,71,0,3,3282,149,3,0.625,
20-02-18 12:26:45 AM,1025,405,56,99,70,0,3,3283,152,3,0.625,
20-02-18 12:26:46 AM,898.5,405,55,100,75,0,3,3283,150,3,0.625,
20-02-18 12:26:47 AM,822.5,405,56,99,66,0,3,3283,150,3,0.625,
20-02-18 12:26:48 AM,1063,405,56,99,69,0,3,3283,150,3,0.631,
20-02-18 12:26:49 AM,822.5,405,56,99,67,0,3,3283,150,3,0.625,
20-02-18 12:26:50 AM,987,405,56,99,66,0,4,3283,149,3,0.625,
20-02-18 12:26:51 AM,1012.5,405,56,99,69,0,4,3286,152,3,0.625,
20-02-18 12:26:52 AM,987,405,56,99,72,0,4,3284,150,3,0.625,
20-02-18 12:26:53 AM,949,405,56,99,70,0,3,3283,150,3,0.625,
20-02-18 12:26:54 AM,1063,405,56,99,71,0,3,3283,150,3,0.631,
20-02-18 12:26:55 AM,1012.5,405,56,100,75,0,3,3284,150,3,0.625,
20-02-18 12:26:56 AM,1050,405,56,99,71,0,4,3285,149,3,0.631,
20-02-18 12:26:57 AM,999.5,405,56,99,73,0,3,3285,150,3,0.625,
20-02-18 12:26:58 AM,1063,405,56,99,70,0,4,3285,151,3,0.631,
20-02-18 12:26:59 AM,1025,405,56,99,76,0,3,3281,150,3,0.631,
20-02-18 12:27:00 AM,974.5,405,56,99,73,0,4,3281,150,3,0.625,
20-02-18 12:27:01 AM,1025,405,56,99,70,0,4,3283,150,3,0.625,
20-02-18 12:27:02 AM,1037.5,405,56,96,68,0,4,3284,150,3,0.631,
20-02-18 12:27:03 AM,1037.5,405,56,96,69,0,4,3283,150,3,0.631,
20-02-18 12:27:04 AM,949,405,55,93,63,0,4,3285,150,3,0.625,
20-02-18 12:27:05 AM,911,405,56,95,65,0,4,3284,150,3,0.625,
20-02-18 12:27:06 AM,911,405,55,96,64,0,4,3292,152,3,0.625,
20-02-18 12:27:07 AM,911,405,55,96,64,0,4,3297,150,3,0.625,
20-02-18 12:27:08 AM,797,405,55,81,53,0,4,3297,150,3,0.625,
20-02-18 12:27:09 AM,797,405,55,82,53,0,4,3297,150,3,0.625,
20-02-18 12:27:10 AM,797,405,55,97,66,0,4,3298,150,3,0.625,
20-02-18 12:27:11 AM,797,405,55,98,66,0,4,3298,150,3,0.625,
20-02-18 12:27:12 AM,797,405,55,98,65,0,4,3298,149,3,0.625,
20-02-18 12:27:13 AM,797,405,55,93,62,0,4,3295,149,3,0.625,
20-02-18 12:27:14 AM,797,405,55,85,54,0,4,3297,152,3,0.625,
20-02-18 12:27:15 AM,797,405,55,86,56,0,4,3284,152,3,0.625,
20-02-18 12:27:16 AM,797,405,55,94,63,0,4,3278,150,3,0.625,
20-02-18 12:27:17 AM,797,405,55,94,62,0,4,3278,150,3,0.625,
20-02-18 12:27:18 AM,797,405,55,94,62,0,4,3278,150,3,0.625,
20-02-18 12:27:19 AM,797,405,55,97,65,0,4,3278,150,3,0.625,
20-02-18 12:27:20 AM,797,405,55,96,63,0,4,3279,150,3,0.625,
20-02-18 12:27:21 AM,797,405,55,96,63,0,4,3284,152,3,0.625,
20-02-18 12:27:22 AM,847.5,405,55,99,66,0,4,3287,151,3,0.625,
20-02-18 12:27:23 AM,835,405,55,95,62,0,4,3279,151,3,0.625,
20-02-18 12:27:24 AM,797,405,55,94,63,0,4,3274,150,3,0.625,
20-02-18 12:27:25 AM,797,405,55,99,66,0,4,3282,151,3,0.625,
20-02-18 12:27:26 AM,810,405,55,98,65,0,4,3277,150,3,0.625,
20-02-18 12:27:27 AM,847.5,405,55,99,67,0,4,3277,150,3,0.625,
20-02-18 12:27:28 AM,847.5,405,55,99,65,0,4,3279,153,3,0.625,
20-02-18 12:27:29 AM,911,405,55,99,69,0,4,3279,151,3,0.625,
20-02-18 12:27:30 AM,974.5,405,55,99,71,0,4,3274,150,3,0.625,
20-02-18 12:27:31 AM,1025,405,55,97,68,0,4,3275,151,3,0.625,
20-02-18 12:27:32 AM,999.5,405,56,99,66,0,4,3273,152,3,0.625,
20-02-18 12:27:33 AM,1037.5,405,56,97,69,0,4,3278,151,3,0.631,
20-02-18 12:27:34 AM,1037.5,405,55,98,69,0,4,3276,150,3,0.631,
20-02-18 12:27:35 AM,1037.5,405,56,97,68,0,4,3277,150,3,0.631,
20-02-18 12:27:36 AM,1037.5,405,55,97,68,0,4,3275,150,3,0.631,
20-02-18 12:27:37 AM,1037.5,405,55,94,67,0,4,3274,151,3,0.631,
20-02-18 12:27:38 AM,797,405,55,91,60,0,4,3278,152,3,0.625,
20-02-18 12:27:39 AM,797,405,55,94,64,0,4,3278,151,3,0.625,
20-02-18 12:27:40 AM,797,405,55,95,65,0,4,3277,150,3,0.625,
20-02-18 12:27:41 AM,797,405,55,94,64,0,4,3279,151,3,0.625,
20-02-18 12:27:42 AM,797,405,55,90,60,0,4,3279,151,3,0.625,
20-02-18 12:27:43 AM,797,405,55,94,63,0,4,3273,150,3,0.625,
20-02-18 12:27:44 AM,797,405,55,93,63,0,4,3291,153,3,0.625,
20-02-18 12:27:45 AM,797,405,55,93,62,0,4,3287,151,3,0.625,
20-02-18 12:27:46 AM,797,405,55,91,61,0,4,3289,150,3,0.625,
20-02-18 12:27:47 AM,797,405,55,91,61,0,4,3290,151,3,0.625,
20-02-18 12:27:48 AM,797,405,55,94,63,0,4,3290,150,3,0.625,
20-02-18 12:27:49 AM,797,405,55,81,53,0,4,3289,151,3,0.625,
20-02-18 12:27:50 AM,797,405,55,82,54,0,4,3287,150,3,0.625,
20-02-18 12:27:51 AM,797,405,55,97,65,0,4,3290,151,3,0.625,
20-02-18 12:27:52 AM,797,405,55,97,65,0,4,3290,150,3,0.625,
20-02-18 12:27:53 AM,797,405,55,97,65,0,4,3290,150,3,0.625,
20-02-18 12:27:54 AM,797,405,55,96,64,0,4,3290,150,3,0.625,
20-02-18 12:27:55 AM,797,405,54,38,17,0,4,3293,151,3,0.625,
20-02-18 12:27:56 AM,797,405,54,39,17,0,4,3293,151,3,0.625,
20-02-18 12:27:57 AM,797,405,53,39,17,0,4,3293,151,3,0.625,
20-02-18 12:27:58 AM,797,405,53,38,17,0,4,3293,151,3,0.625,
20-02-18 12:27:59 AM,797,405,53,38,16,0,4,3293,151,3,0.625,
20-02-18 12:28:00 AM,797,405,53,39,17,0,4,3293,151,3,0.625,
20-02-18 12:28:01 AM,797,405,53,39,17,0,4,3293,151,3,0.625,
20-02-18 12:28:02 AM,797,405,53,38,17,0,4,3293,150,3,0.625,
20-02-18 12:28:03 AM,797,405,53,38,16,0,4,3293,150,3,0.625,
20-02-18 12:28:04 AM,797,405,53,40,17,0,4,3293,150,3,0.625,
20-02-18 12:28:05 AM,797,405,53,38,16,0,4,3293,150,3,0.625,
20-02-18 12:28:06 AM,797,405,53,38,16,0,4,3293,150,3,0.625,
20-02-18 12:28:07 AM,797,405,52,39,17,0,4,3293,150,3,0.625,
20-02-18 12:28:08 AM,797,405,52,39,16,0,5,3293,150,3,0.625,
20-02-18 12:28:09 AM,797,405,52,38,17,0,4,3293,150,3,0.625,
20-02-18 12:28:10 AM,797,405,52,38,17,0,4,3293,150,3,0.625,
20-02-18 12:28:11 AM,797,405,52,39,17,0,4,3293,150,3,0.625,
20-02-18 12:28:12 AM,797,405,52,38,16,0,4,3293,150,3,0.625,
20-02-18 12:28:13 AM,797,405,52,40,17,0,4,3293,150,3,0.625,
20-02-18 12:28:14 AM,797,405,53,99,64,0,4,3300,152,3,0.625,
20-02-18 12:28:15 AM,797,405,53,96,64,0,4,3294,150,3,0.625,
20-02-18 12:28:16 AM,797,405,54,97,65,0,4,3294,150,3,0.625,
20-02-18 12:28:17 AM,797,405,54,98,65,0,4,3293,150,3,0.625,
20-02-18 12:28:18 AM,797,405,54,93,62,0,4,3289,150,3,0.625,
20-02-18 12:28:19 AM,797,405,54,95,62,0,4,3295,150,3,0.625,
20-02-18 12:28:20 AM,797,405,54,85,55,0,4,3309,154,3,0.625,
20-02-18 12:28:21 AM,797,405,54,87,56,0,4,3297,150,3,0.625,
20-02-18 12:28:22 AM,797,405,54,98,63,0,4,3297,150,3,0.625,
20-02-18 12:28:23 AM,847.5,405,54,99,67,0,4,3297,150,3,0.625,
20-02-18 12:28:24 AM,898.5,405,54,95,65,0,4,3299,151,3,0.625,
20-02-18 12:28:25 AM,898.5,405,54,98,66,0,4,3303,150,3,0.625,
20-02-18 12:28:26 AM,898.5,405,54,96,64,0,4,3304,151,3,0.625,
20-02-18 12:28:27 AM,936.5,405,54,99,67,0,4,3303,150,3,0.625,
20-02-18 12:28:28 AM,1025,405,54,99,69,0,4,3303,149,3,0.625,
20-02-18 12:28:29 AM,1025,405,54,98,70,0,4,3303,150,3,0.625,
20-02-18 12:28:30 AM,1063,405,54,96,67,0,4,3305,150,3,0.631,
20-02-18 12:28:31 AM,1063,405,55,97,68,0,4,3307,150,3,0.631,
20-02-18 12:28:32 AM,1050,405,55,96,67,0,4,3302,151,3,0.625,
20-02-18 12:28:33 AM,1025,405,55,95,65,0,4,3302,150,3,0.625,
20-02-18 12:28:34 AM,847.5,405,54,95,63,0,4,3304,150,3,0.625,
20-02-18 12:28:35 AM,847.5,405,54,96,64,0,4,3305,150,3,0.625,
20-02-18 12:28:36 AM,847.5,405,55,99,66,0,4,3305,150,3,0.625,
20-02-18 12:28:37 AM,860.5,405,55,98,65,0,4,3305,150,3,0.625,
20-02-18 12:28:38 AM,860.5,405,55,95,64,0,4,3316,153,3,0.625,
20-02-18 12:28:39 AM,860.5,405,54,95,64,0,4,3310,151,3,0.625,
20-02-18 12:28:40 AM,797,405,54,83,55,0,4,3308,150,3,0.625,
20-02-18 12:28:41 AM,797,405,54,82,55,0,4,3311,151,3,0.625,
20-02-18 12:28:42 AM,797,405,54,89,57,0,4,3312,153,3,0.625,
20-02-18 12:28:43 AM,797,405,54,95,64,0,4,3309,150,3,0.625,
20-02-18 12:28:44 AM,797,405,54,96,65,0,4,3309,150,3,0.625,
20-02-18 12:28:45 AM,797,405,54,87,56,0,4,3309,150,3,0.625,
20-02-18 12:28:46 AM,797,405,54,96,65,0,4,3308,151,3,0.625,
20-02-18 12:28:47 AM,797,405,54,98,66,0,4,3308,150,3,0.625,
20-02-18 12:28:48 AM,835,405,54,99,67,0,4,3308,150,3,0.625,
20-02-18 12:28:49 AM,860.5,405,55,99,66,0,4,3308,150,3,0.625,
20-02-18 12:28:50 AM,885.5,405,55,99,67,0,4,3308,150,3,0.625,
20-02-18 12:28:51 AM,885.5,405,55,96,64,0,4,3308,150,3,0.625,
20-02-18 12:28:52 AM,885.5,405,55,95,64,0,4,3308,150,3,0.625,
20-02-18 12:28:53 AM,898.5,405,55,99,68,0,4,3307,150,3,0.625,
20-02-18 12:28:54 AM,949,405,55,97,68,0,4,3306,150,3,0.625,
20-02-18 12:28:55 AM,949,405,55,98,68,0,4,3306,150,3,0.625,
20-02-18 12:28:56 AM,949,405,55,99,69,0,4,3307,150,3,0.625,
20-02-18 12:28:57 AM,936.5,405,55,99,69,0,4,3307,150,3,0.625,
20-02-18 12:28:58 AM,1012.5,405,55,99,71,0,4,3307,150,3,0.625,
20-02-18 12:28:59 AM,974.5,405,55,99,74,0,4,3307,150,3,0.625,
20-02-18 12:29:00 AM,911,405,55,99,65,0,4,3305,150,3,0.625,
20-02-18 12:29:01 AM,1063,405,55,94,66,0,4,3305,150,3,0.631,
20-02-18 12:29:02 AM,911,405,55,94,64,0,4,3305,150,3,0.625,
20-02-18 12:29:03 AM,860.5,405,55,94,63,0,4,3306,150,3,0.625,
20-02-18 12:29:04 AM,860.5,405,55,96,64,0,4,3306,150,3,0.625,
20-02-18 12:29:05 AM,923.5,405,55,99,68,0,4,3306,151,3,0.625,
20-02-18 12:29:06 AM,923.5,405,55,95,65,0,4,3306,150,3,0.625,
20-02-18 12:29:07 AM,923.5,405,55,97,65,0,4,3307,150,3,0.625,
20-02-18 12:29:08 AM,923.5,405,55,99,67,0,4,3305,150,3,0.625,
20-02-18 12:29:09 AM,961.5,405,55,99,68,0,4,3305,149,3,0.625,
20-02-18 12:29:10 AM,961.5,405,55,99,67,0,4,3296,151,3,0.625,
20-02-18 12:29:11 AM,1025,405,55,99,67,0,4,3297,150,3,0.625,
20-02-18 12:29:12 AM,1012.5,405,55,99,73,0,4,3297,152,3,0.625,
20-02-18 12:29:13 AM,1037.5,405,55,100,71,0,3,3300,151,3,0.631,
20-02-18 12:29:14 AM,1025,405,55,99,69,0,4,3303,152,3,0.625,
20-02-18 12:29:15 AM,974.5,405,55,99,70,0,4,3296,151,3,0.625,
20-02-18 12:29:16 AM,923.5,405,55,99,62,0,4,3297,151,3,0.625,
20-02-18 12:29:17 AM,1063,405,55,99,70,0,4,3304,153,3,0.631,
20-02-18 12:29:18 AM,1050,405,55,99,72,0,4,3298,150,3,0.631,
20-02-18 12:29:19 AM,1025,405,55,99,70,0,4,3297,150,3,0.625,
20-02-18 12:29:20 AM,1025,405,55,99,74,0,4,3297,150,3,0.625,
20-02-18 12:29:21 AM,898.5,405,55,99,68,0,3,3296,150,3,0.625,
20-02-18 12:29:22 AM,923.5,405,55,99,64,0,3,3278,150,3,0.625,
20-02-18 12:29:23 AM,1025,405,55,99,68,0,4,3288,151,3,0.625,
20-02-18 12:29:24 AM,1063,405,55,99,71,0,4,3291,151,3,0.631,
20-02-18 12:29:25 AM,1063,405,55,96,69,0,4,3288,152,3,0.631,
20-02-18 12:29:26 AM,999.5,405,55,97,64,0,4,3288,151,3,0.625,
20-02-18 12:29:27 AM,1025,405,55,96,63,0,4,3288,151,3,0.631,
20-02-18 12:29:28 AM,1025,405,55,96,64,0,4,3288,151,3,0.625,
20-02-18 12:29:29 AM,1063,405,55,84,58,0,5,3293,152,3,0.625,
20-02-18 12:29:30 AM,974.5,405,55,80,51,0,4,3291,151,3,0.625,
20-02-18 12:29:31 AM,1025,405,55,82,56,0,4,3291,151,3,0.625,
20-02-18 12:29:32 AM,797,405,55,88,56,0,4,3291,146,3,0.625,
20-02-18 12:29:33 AM,797,405,55,85,54,0,4,3296,147,3,0.625,
20-02-18 12:29:34 AM,797,405,55,90,57,0,4,3295,146,3,0.625,
20-02-18 12:29:35 AM,797,405,55,91,57,0,4,3295,146,3,0.625,
20-02-18 12:29:36 AM,797,405,55,85,53,0,4,3298,146,3,0.625,
20-02-18 12:29:37 AM,797,405,55,84,53,0,4,3295,145,3,0.625,
20-02-18 12:29:38 AM,797,405,55,84,52,0,4,3295,145,3,0.625,
20-02-18 12:29:39 AM,797,405,54,83,52,0,4,3296,145,3,0.625,
20-02-18 12:29:40 AM,797,405,54,84,53,0,4,3295,145,3,0.625,
20-02-18 12:29:41 AM,797,405,55,90,58,0,4,3301,146,3,0.625,
20-02-18 12:29:42 AM,898.5,405,55,99,72,0,4,3301,146,3,0.625,
20-02-18 12:29:43 AM,1050,405,55,99,72,0,4,3299,146,3,0.631,
20-02-18 12:29:44 AM,949,405,55,99,65,0,3,3299,146,3,0.625,
20-02-18 12:29:45 AM,1025,405,55,99,69,0,3,3299,144,3,0.625,
20-02-18 12:29:46 AM,999.5,405,55,99,69,0,4,3300,145,3,0.625,
20-02-18 12:29:47 AM,860.5,405,55,99,61,0,4,3298,144,3,0.625,
20-02-18 12:29:48 AM,1012.5,405,55,99,68,0,4,3297,146,3,0.625,
20-02-18 12:29:49 AM,1063,405,55,95,64,0,4,3297,146,3,0.631,
20-02-18 12:29:50 AM,1063,405,55,97,65,0,4,3298,146,3,0.631,
20-02-18 12:29:51 AM,1063,405,55,99,67,0,4,3298,148,3,0.631,
20-02-18 12:29:52 AM,1050,405,55,99,67,0,4,3295,148,3,0.631,
20-02-18 12:29:53 AM,1063,405,55,99,68,0,4,3296,152,3,0.631,
20-02-18 12:29:54 AM,1063,405,55,100,69,0,3,3307,156,3,0.631,
20-02-18 12:29:55 AM,1037.5,405,55,99,69,0,4,3302,156,3,0.631,
20-02-18 12:29:56 AM,1063,405,55,99,68,0,4,3292,153,3,0.631,
20-02-18 12:29:57 AM,1063,405,55,99,69,0,3,3294,153,3,0.631,
20-02-18 12:29:58 AM,1050,405,55,99,69,0,4,3296,153,3,0.631,
20-02-18 12:29:59 AM,1063,405,55,99,69,0,4,3296,152,3,0.631,
20-02-18 12:30:00 AM,1037.5,405,55,99,68,0,4,3296,156,3,0.631,
20-02-18 12:30:01 AM,1063,405,55,99,69,0,4,3301,157,3,0.631,
20-02-18 12:30:02 AM,1063,405,55,99,69,0,4,3299,156,3,0.631,
20-02-18 12:30:03 AM,1063,405,55,99,71,0,3,3302,158,3,0.631,
20-02-18 12:30:04 AM,1063,405,55,99,71,0,3,3301,157,3,0.631,
20-02-18 12:30:05 AM,1063,405,55,99,72,0,3,3302,157,3,0.631,
20-02-18 12:30:06 AM,1037.5,405,55,99,69,0,4,3303,158,3,0.631,
20-02-18 12:30:07 AM,1050,405,55,99,69,0,4,3301,157,3,0.631,
20-02-18 12:30:08 AM,1025,405,55,99,69,0,3,3304,157,3,0.631,
20-02-18 12:30:09 AM,1050,405,55,99,69,0,4,3301,157,3,0.631,
20-02-18 12:30:10 AM,1063,405,55,99,68,0,4,3298,156,3,0.631,
20-02-18 12:30:11 AM,999.5,405,55,99,70,0,4,3306,159,3,0.625,
20-02-18 12:30:12 AM,936.5,405,55,99,67,0,4,3302,157,3,0.625,
20-02-18 12:30:13 AM,999.5,405,55,99,66,0,4,3305,157,3,0.625,
20-02-18 12:30:14 AM,1012.5,405,55,99,68,0,4,3304,156,3,0.625,
20-02-18 12:30:15 AM,1025,405,55,99,66,0,4,3304,156,3,0.625,
20-02-18 12:30:16 AM,1012.5,405,55,99,66,0,4,3304,156,3,0.625,
20-02-18 12:30:17 AM,999.5,405,55,99,65,0,4,3304,156,3,0.625,
20-02-18 12:30:18 AM,987,405,55,99,64,0,4,3305,157,3,0.625,
20-02-18 12:30:19 AM,999.5,405,55,99,65,0,3,3304,158,3,0.625,
20-02-18 12:30:20 AM,1063,405,55,99,70,0,4,3306,157,3,0.631,
20-02-18 12:30:21 AM,1063,405,55,99,69,0,4,3305,156,3,0.631,
20-02-18 12:30:22 AM,1063,405,55,99,68,0,4,3305,158,3,0.631,
20-02-18 12:30:23 AM,1063,405,55,99,68,0,4,3310,160,3,0.631,
20-02-18 12:30:24 AM,1063,405,55,99,69,0,3,3304,159,3,0.631,
20-02-18 12:30:25 AM,1063,405,55,99,69,0,4,3301,157,3,0.631,
20-02-18 12:30:26 AM,1063,405,55,99,68,0,4,3296,157,3,0.631,
20-02-18 12:30:27 AM,1063,405,55,99,69,0,4,3280,157,3,0.631,
20-02-18 12:30:28 AM,1063,405,55,99,69,0,4,3288,157,3,0.631,
20-02-18 12:30:29 AM,1063,405,55,99,70,0,4,3291,157,3,0.631,
20-02-18 12:30:30 AM,797,405,55,89,56,0,4,3289,158,3,0.625,
20-02-18 12:30:31 AM,797,405,55,90,63,0,4,3291,157,3,0.625,
20-02-18 12:30:32 AM,797,405,55,92,64,0,4,3291,156,3,0.625,
20-02-18 12:30:33 AM,797,405,55,93,64,0,4,3293,157,3,0.625,
20-02-18 12:30:34 AM,797,405,55,92,63,0,4,3300,158,3,0.625,
20-02-18 12:30:35 AM,797,405,55,99,67,0,4,3299,158,3,0.625,
20-02-18 12:30:36 AM,797,405,55,94,60,0,4,3304,159,3,0.625,
20-02-18 12:30:37 AM,797,405,55,93,59,0,4,3292,157,3,0.625,
20-02-18 12:30:38 AM,797,405,55,95,63,0,4,3288,159,3,0.625,
20-02-18 12:30:39 AM,797,405,55,96,61,0,4,3288,159,3,0.625,
20-02-18 12:30:40 AM,797,405,55,99,64,0,4,3283,157,3,0.625,
20-02-18 12:30:41 AM,873,405,55,99,67,0,4,3301,160,3,0.625,
20-02-18 12:30:42 AM,822.5,405,55,97,59,0,5,3294,157,3,0.625,
20-02-18 12:30:43 AM,797,405,55,87,56,0,4,3292,158,3,0.625,
20-02-18 12:30:44 AM,797,405,55,93,60,0,4,3292,157,3,0.625,
20-02-18 12:30:45 AM,797,405,55,90,59,0,4,3294,158,3,0.625,
20-02-18 12:30:46 AM,797,405,55,89,58,0,4,3291,157,3,0.625,
20-02-18 12:30:47 AM,797,405,55,94,60,0,4,3297,158,3,0.625,
20-02-18 12:30:48 AM,797,405,55,97,64,0,4,3293,158,3,0.625,
20-02-18 12:30:49 AM,810,405,55,98,65,0,4,3293,158,3,0.625,
20-02-18 12:30:50 AM,797,405,55,92,58,0,4,3290,157,3,0.625,
20-02-18 12:30:51 AM,797,405,55,93,61,0,4,3289,157,3,0.625,
20-02-18 12:30:52 AM,797,405,55,89,58,0,4,3291,157,3,0.625,
20-02-18 12:30:53 AM,797,405,55,84,54,0,4,3292,158,3,0.625,
20-02-18 12:30:54 AM,797,405,54,93,60,0,4,3290,157,3,0.625,
20-02-18 12:30:55 AM,797,405,54,88,57,0,4,3292,157,3,0.625,
20-02-18 12:30:56 AM,797,405,55,94,62,0,4,3301,159,3,0.625,
20-02-18 12:30:57 AM,797,405,55,93,62,0,4,3295,158,3,0.625,
20-02-18 12:30:58 AM,797,405,55,86,56,0,4,3305,160,3,0.625,
20-02-18 12:30:59 AM,797,405,55,91,60,0,4,3301,157,3,0.625,
20-02-18 12:31:00 AM,797,405,55,91,59,0,4,3301,157,3,0.625,
20-02-18 12:31:01 AM,797,405,55,91,60,0,4,3301,157,3,0.625,
20-02-18 12:31:02 AM,797,405,54,91,60,0,4,3307,158,3,0.625,
20-02-18 12:31:03 AM,797,405,55,91,60,0,5,3304,156,3,0.625,
20-02-18 12:31:04 AM,797,405,55,91,60,0,4,3303,156,3,0.625,
20-02-18 12:31:05 AM,797,405,55,91,60,0,4,3306,156,3,0.625,
20-02-18 12:31:06 AM,797,405,55,92,60,0,4,3306,156,3,0.625,
20-02-18 12:31:07 AM,797,405,55,91,60,0,4,3305,156,3,0.625,
20-02-18 12:31:08 AM,797,405,55,90,60,0,4,3305,156,3,0.625,
20-02-18 12:31:09 AM,797,405,54,92,60,0,4,3306,156,3,0.625,
20-02-18 12:31:10 AM,797,405,55,91,60,0,4,3306,156,3,0.625,
20-02-18 12:31:11 AM,797,405,55,91,60,0,4,3306,156,3,0.625,
20-02-18 12:31:12 AM,797,405,54,92,60,0,4,3306,156,3,0.625,
20-02-18 12:31:13 AM,797,405,55,91,60,0,4,3306,156,3,0.625,
20-02-18 12:31:14 AM,797,405,54,90,59,0,4,3306,156,3,0.625,
20-02-18 12:31:15 AM,797,405,55,92,60,0,4,3306,156,3,0.625,
20-02-18 12:31:16 AM,797,405,55,91,60,0,4,3306,156,3,0.625,
20-02-18 12:31:17 AM,797,405,55,91,60,0,4,3306,156,3,0.625,
20-02-18 12:31:18 AM,797,405,54,92,60,0,4,3306,156,3,0.625,
20-02-18 12:31:19 AM,797,405,54,91,60,0,4,3306,156,3,0.625,
20-02-18 12:31:20 AM,797,405,54,92,60,0,4,3306,156,3,0.625,
20-02-18 12:31:21 AM,797,405,55,92,60,0,4,3306,156,3,0.625,
20-02-18 12:31:22 AM,797,405,54,92,60,0,4,3306,156,3,0.625,
20-02-18 12:31:23 AM,797,405,54,92,61,0,4,3306,156,3,0.625,
20-02-18 12:31:24 AM,797,405,55,92,61,0,4,3306,156,3,0.625,
20-02-18 12:31:25 AM,797,405,54,92,60,0,4,3306,156,3,0.625,
20-02-18 12:31:26 AM,797,405,55,92,61,0,4,3306,156,3,0.625,
20-02-18 12:31:27 AM,797,405,54,92,61,0,4,3306,156,3,0.625,
20-02-18 12:31:28 AM,797,405,54,94,61,0,4,3306,156,3,0.625,
20-02-18 12:31:29 AM,797,405,54,94,62,0,4,3306,156,3,0.625,
20-02-18 12:31:30 AM,797,405,54,93,62,0,4,3306,156,3,0.625,
20-02-18 12:31:31 AM,797,405,54,93,61,0,4,3306,156,3,0.625,
20-02-18 12:31:32 AM,797,405,54,93,62,0,4,3306,156,3,0.625,
20-02-18 12:31:33 AM,797,405,54,93,61,0,4,3306,156,3,0.625,
20-02-18 12:31:34 AM,797,405,54,93,61,0,4,3306,156,3,0.625,
20-02-18 12:31:35 AM,797,405,54,93,62,0,4,3306,156,3,0.625,
20-02-18 12:31:36 AM,797,405,54,93,61,0,4,3306,156,3,0.625,
20-02-18 12:31:37 AM,797,405,54,93,62,0,4,3306,156,3,0.625,
20-02-18 12:31:38 AM,797,405,54,93,62,0,4,3306,156,3,0.625,
20-02-18 12:31:39 AM,797,405,55,94,62,0,4,3306,156,3,0.625,
20-02-18 12:31:40 AM,797,405,54,94,62,0,4,3306,156,3,0.625,
20-02-18 12:31:41 AM,797,405,54,94,62,0,4,3306,156,3,0.625,
20-02-18 12:31:42 AM,797,405,54,92,59,0,5,3304,155,3,0.625,
20-02-18 12:31:43 AM,797,405,54,95,60,0,4,3306,158,3,0.625,
20-02-18 12:31:44 AM,797,405,54,94,60,0,4,3304,156,3,0.625,
20-02-18 12:31:45 AM,797,405,54,92,59,0,4,3304,156,3,0.625,
20-02-18 12:31:46 AM,797,405,54,96,61,0,4,3306,156,3,0.625,
20-02-18 12:31:47 AM,797,405,54,96,61,0,4,3306,156,3,0.625,
